Date,high,low,close,open,volumek,gas,oil,coal,power,stock,pos,neg,trends
2021/10/20,58.48,55.48,58.14,55.48,6.45,233.81,85.82,232.6,143.65,468.7,0.297,0.314,43
2021/10/21,58.99,56.9,58.37,57.8,12.64,221.4,84.61,228.5,145.85,468.2,0.57,0.417,28
2021/10/22,60.53,58.44,58.64,58.51,4.74,219.22,85.53,231.25,153.2,470.9,0.536,0.508,26
2021/10/25,60.11,58.92,59.35,59.51,4.84,223.23,85.99,237.15,143.2,471.4,0,0,35
2021/10/26,60.54,59.14,60.16,59.68,5.47,221.59,86.4,234,142.63,474.6,0.36,0,37
2021/10/27,60.45,59.2,60.27,60,4.64,218.59,84.58,232.85,141.5,472.6,0.505,0.175,24
2021/10/28,59.84,58.32,58.94,59.73,3.46,192.09,84.32,233,140.27,473.5,0.176,0.213,34
2021/10/29,59.87,58.5,59.08,59.3,6.87,165.98,84.38,232.65,151.25,474.3,0.294,0.659,26
2021/11/1,60.78,57,57.29,59.41,4.7,167.47,84.71,136,151,478,0.2,0,30
2021/11/2,60,57.5,59.79,57.7,15.25,173.28,84.72,139.75,153.4,478.4,0.132,0.512,31
2021/11/3,60.67,59.42,60.15,59.86,6.88,196.72,81.99,149.5,153.2,479.8,0.055,0.136,24
2021/11/4,61.76,59.25,60.18,59.76,5.61,189.51,80.54,148,159.62,482.1,0.359,0.059,23
2021/11/5,61.53,59.63,59.73,60.23,8.23,191.43,82.74,148.25,159.32,482.3,0.575,0.737,26
2021/11/8,61.43,60.16,60.96,60.27,10.61,202.9,83.43,157.5,153.03,482.8,0.351,0,26
2021/11/9,61.7,60.23,60.75,60.35,6.8,187.18,84.78,152,152.29,481.6,0.254,0.077,29
2021/11/10,63.58,60.31,63.48,60.45,8.93,179.98,82.64,142.1,148.27,482.6,0.477,0.106,23
2021/11/11,64.22,62.4,64.02,63.12,4.9,193.33,82.87,142,151.48,484.5,0.496,0.362,32
2021/11/12,64.81,63.43,63.58,63.98,4.86,194.05,82.17,139,155.26,486.3,0.489,0.332,19
2021/11/15,67.27,63.94,66.22,63.94,9.55,204.79,82.05,138.65,163.09,487.4,0,0,31
2021/11/16,68.1,66.57,67.83,66.8,8.17,239.91,82.43,141.5,171.78,488.9,0.357,0,38
2021/11/17,68.73,67.1,67.45,68.15,10.94,239.01,80.28,142.95,182.26,489.4,0.298,0.205,45
2021/11/18,69.49,66.62,69.38,67.57,9.09,239.8,81.24,144.75,176.91,487,0.181,0.049,30
2021/11/19,70.1,68.9,69.65,69.47,6.42,219.51,78.89,145.25,174.49,485.9,0.317,0.639,27
2021/11/22,71.48,69.59,70.22,70.09,7.51,211.17,79.7,146.5,175.49,485.4,0,0,32
2021/11/23,70.93,69.1,69.49,70.3,12.72,229.05,82.31,150,173.92,479.4,0.309,0.304,31
2021/11/24,73.48,69.25,73.23,69.93,13.3,235.37,82.25,149.6,180.05,479.7,0.62,0.117,36
2021/11/25,75.37,72.5,74.79,73.58,13.11,233.66,82.22,148,180.05,481.3,0.278,0.161,36
2021/11/26,74.51,70.7,73.12,74.38,7.14,222.08,72.72,148,177.73,463.2,0.809,0.47,29
2021/11/29,76.06,74.2,74.54,74.2,13.08,236.04,73.44,127,176.15,467,0.25,0.052,37
2021/11/30,75.81,73.54,75.73,74.12,14.83,238.31,70.57,111.1,223,463.7,0.417,0.219,40
2021/12/1,78.76,75.6,77.2,75.95,10.85,244.53,68.87,123.1,217.93,470.9,0.492,0.07,52
2021/12/2,80.35,76.5,80.25,76.51,15.68,242.09,69.67,124.25,213.4,465.4,0.213,0.114,36
2021/12/3,80.8,78.38,78.64,80.41,12.64,228.9,69.88,121.5,215.7,461.8,0.784,0.362,33
2021/12/6,82.17,78.74,81.65,79.14,15.71,230.08,73.08,122.2,207.4,469.3,0,0,39
2021/12/7,85.94,82.3,85.34,82.3,19.74,243.98,75.44,129.1,211.24,480.2,0.344,0.064,43
2021/12/8,91.19,85.51,89.41,85.64,27.84,260.33,75.82,134.55,231.13,477.6,0.577,0,37
2021/12/9,90.75,80.4,80.88,90.25,29.01,256.11,74.42,134.9,222.2,476.7,0.378,0.208,39
2021/12/10,84.5,80.48,84.37,81.08,29.31,268.8,75.15,134.9,219.94,475.5,0.762,0.406,36
2021/12/13,87.4,82.2,82.72,84.8,18.39,294.54,74.39,136.5,242.12,473.4,0,0,35
2021/12/14,83.88,78.9,80.12,82.32,21.06,323.4,73.7,140.55,240.98,470.2,0.882,0.086,37
2021/12/15,82.24,80.1,81.19,80.35,28.37,335.06,73.88,141.7,244.11,470.8,0.444,0.129,27
2021/12/16,86.05,81.12,85.71,82.18,34.66,359.48,75.02,147.9,263.08,476.9,0.853,0.756,34
2021/12/17,85.25,73.25,74.02,85.25,42.72,344.9,73.52,146,247.75,473.33,1.311,0.982,42
2021/12/20,81.75,73.42,80.09,74,28.04,371.83,71.52,146,238.2,464.5,0,0,20
2021/12/21,82.85,78.09,80.94,80.52,18.01,451.72,73.98,147,253.74,471.2,0.716,0.237,41
2021/12/22,80.17,75.45,76.83,80.07,31.5,432.34,75.29,146.95,252.22,475.1,0.329,0.196,22
2021/12/23,77.75,74.25,74.46,77.5,19.47,325.6,76.85,142.75,244.3,480.9,0.712,0.758,34
2021/12/24,76.87,74.51,76.31,74.7,2.38,267.82,76.14,142,244.3,480.9,0.334,0.339,0
2021/12/27,77.13,75.04,76.92,75.87,3.63,267.82,78.6,140.7,223.67,484.3,0,0,23
2021/12/28,79.69,76.21,79.29,76.8,4.61,267.82,78.94,135.6,222.94,488,0,0,12
2021/12/29,80.87,78.11,80.36,79.13,13.84,233.18,79.23,138.35,222.16,485.6,0,0,22
2021/12/30,80.65,79.25,80.16,80.5,8.54,210.34,79.32,138,221.06,486.5,0,0,17
2021/12/31,81.25,79.55,80.65,79.98,3.69,170.64,77.78,137.55,221.44,486.5,0,0,0
2022/1/3,84.4,79.8,84.01,79.8,9.98,170.64,78.98,120,187.94,489.3,0,0.145,56
2022/1/4,86.8,83.81,84.91,83.95,17.53,216.57,80,130.1,194.95,491.5,0.029,0,94
2022/1/5,88.55,85.27,87.58,85.9,20.64,223.45,80.8,137.3,190.46,492.2,0.457,0.221,36
2022/1/6,87.8,85.33,86.74,87.47,13.39,235.2,81.99,143.5,195.76,484.9,0.622,0,29
2022/1/7,87.61,85.21,85.42,86.8,15.83,214.96,81.75,140.2,192.46,483.7,0.45,0.369,37
2022/1/10,87,79.8,80.09,86.12,30.95,205.88,80.87,138.55,183.42,477.6,0,0,51
2022/1/11,84.45,80.12,81.3,81.4,23.49,190.23,83.72,136,177.36,480.8,0.283,0.167,40
2022/1/12,83.24,79.15,80.01,82.7,20.17,179.98,84.67,139,171.55,483.8,0.44,0.445,34
2022/1/13,81.43,77.55,80.56,80.2,25.06,204.97,84.47,148.9,171.04,483.8,0.129,0.163,100
2022/1/14,83.75,81.5,82.08,82.05,24.95,208.13,86.06,154,173.18,478.7,1.128,1.347,28
2022/1/17,82.75,79.88,80.58,82.7,15.8,184.35,86.48,156,173.18,482.4,0.193,0,32
2022/1/18,82.97,79,82.67,80.4,46.23,187.52,87.51,162.3,171.46,478,0.441,0.402,43
2022/1/19,82.8,80.8,82.09,82.8,31.78,180.73,88.44,161.75,172.15,478.1,0.56,0.294,28
2022/1/20,85.97,80.53,85.59,81.34,31.23,179.13,88.38,159.5,165.81,480.9,0.582,0.333,46
2022/1/21,85.65,83.28,84.47,85.21,20.16,189.31,87.89,162.05,168.24,471.8,1.03,0.379,24
2022/1/24,86.45,83.02,84.02,84.4,26.65,224.74,86.27,163.25,168.21,454.5,0,0,75
2022/1/25,88.1,83.61,87.45,84.3,28.18,225.36,88.2,164.6,166.59,457.8,0.56,0.542,40
2022/1/26,90,86.63,88.66,87.37,28,219.17,89.96,165.95,166.58,465.4,0.352,0.649,37
2022/1/27,89.95,87.9,89.76,87.9,21.72,219.96,89.34,165.95,168.74,467.3,0.758,0,40
2022/1/28,90.63,88.88,89.22,89.4,19.66,219.42,90.03,166.5,168.1,463.6,0.766,0.519,33
2022/1/31,89.95,88.1,89.24,89.37,17.72,203.08,91.21,178.25,180.2,466,0.043,0.035,34
2022/2/1,89.94,87.16,89.52,89.74,22.35,180.79,89.16,174.5,165.07,472.2,0.567,0.474,37
2022/2/2,94.62,89.6,94.21,90,40.36,183.9,89.47,177.3,172.43,475.2,0.463,0.477,43
2022/2/3,94.94,93.1,94.81,94.25,22.09,192.76,91.11,177.45,163.27,466.1,1.084,0.42,50
2022/2/4,97.5,94.44,96.45,94.89,27.89,200.49,93.27,183,162.74,459.8,0.946,0.453,38
2022/2/7,96.8,93.7,96.7,96.62,24.3,193.83,92.69,182.5,143.95,463.8,0,0,45
2022/2/8,98.49,95.25,96.93,97,30.32,185.99,90.78,186.1,140.68,463.3,0.304,0.725,46
2022/2/9,97.6,90.26,90.79,96.29,35.63,179.54,91.55,187.75,139.29,471.2,0.165,0.056,39
2022/2/10,93.42,89.25,90.78,91.45,28.87,178.16,91.41,188.15,136.58,470.3,0.377,0.644,38
2022/2/11,93.38,88.5,92.87,90.5,24.98,185.86,94.44,189.5,130.14,467.4,0.793,0.983,38
2022/2/14,94,89.9,91.76,93.7,23.37,193.02,96.48,190.35,125.48,458.7,0,0,45
2022/2/15,92.75,90.31,91.14,91.48,26.15,170.89,93.28,186.65,124.22,465.1,0.268,0.293,60
2022/2/16,91.21,87.77,89.86,90.29,31.05,166.92,94.81,183.65,120.5,466.1,0.242,0.043,54
2022/2/17,90.45,85.8,86.44,89.84,31.59,179.67,92.97,183.05,121.68,462.7,0.362,0.337,50
2022/2/18,89.66,86.16,89.47,86.16,21.37,176.49,93.54,184.1,121.13,459,0.827,0.57,45
2022/2/21,90.95,88.02,89.68,89.07,19.95,173.53,95.39,185.15,121.13,452.6,0.132,0.206,37
2022/2/22,90.28,88.1,89.77,89.9,22.31,190.99,96.84,189,126.06,452.9,0.456,0.138,39
2022/2/23,95.56,89.54,95.07,89.79,30.15,213.33,96.84,190.65,126.42,452.1,0.226,0.294,43
2022/2/24,95,86.15,87.03,95,49.74,321.97,99.08,193.1,130.68,437.3,0.456,0.125,40
2022/2/25,89.7,87.06,88.14,88.24,20.87,225.55,97.93,193,127.53,452,1.037,0.866,26
2022/2/28,86,80.12,82.21,85.94,36.02,237.78,100.99,254.25,219.43,451.4,0.058,0.063,41
2022/3/1,84.43,66,68.85,82.6,78.66,289.98,104.97,315,228.89,441.1,0.325,0.494,48
2022/3/2,70.96,55,68.49,70.55,78.46,394.05,112.93,436.5,294.18,445.9,0.663,0.589,47
2022/3/3,69.49,63.49,67.35,68.7,40.64,384.05,110.46,353.75,311.87,436,0.884,0.752,45
2022/3/4,68.74,64.3,65.1,66,35.93,460.27,118.11,432.5,380.85,420.6,0.918,1.134,39
2022/3/7,64.29,56.82,58.3,64.29,47.75,539.53,123.21,425.2,412.19,416.1,0,0,42
2022/3/8,69.29,56.5,68.51,57.4,38.5,511.44,127.98,439,387.1,414.3,0.422,0.847,42
2022/3/9,74.67,67.22,73.18,68.02,36.12,373.58,111.14,418,318.68,431.7,0.644,0.277,35
2022/3/10,76.68,69.52,76.41,72.53,32.7,296.89,109.33,367.5,294.56,425.5,0.549,0.658,40
2022/3/11,78,73.71,76.76,75.93,22.27,311.06,112.67,363.95,274.53,430.9,1.112,0.488,35
2022/3/14,81.5,75.81,78.28,76,19.37,270.92,106.9,357.35,256.07,436,0.115,0.263,36
2022/3/15,79.15,75.01,77.43,77,24.73,274.4,99.91,336.25,258.25,434.8,0.796,0.465,36
2022/3/16,79.11,75.25,78.16,77.51,22.57,240.81,98.02,312,248.67,448.3,0.719,0.757,31
2022/3/17,80.19,76.32,79.89,79.18,23.82,249.78,106.64,316,248.55,450.6,0.585,0.059,39
2022/3/18,80,78.32,78.89,80,19.04,246,107.93,324,248.57,448.54,0.562,0.501,36
2022/3/21,79.74,77.52,78.39,78.72,13.94,225.31,115.62,318.2,248.47,447.3,0,0,33
2022/3/22,81.4,78.61,80.67,79.05,18.47,233.6,115.48,323,248.03,450,0.586,0.352,32
2022/3/23,81.3,75.85,76.6,80.9,30.57,277.5,121.6,326.85,252.06,445.9,0.846,0.879,26
2022/3/24,79.24,75.9,78.24,76.62,16.43,264.82,119.03,325.05,256.19,446,0.389,0.208,32
2022/3/25,79.06,77.23,78.6,78.26,18.5,236.61,120.65,324.85,252.38,446.2,1.29,1.053,22
2022/3/28,81.99,77.87,80.81,78.7,22.02,245.77,112.48,270.4,252.81,447.7,0.194,0,35
2022/3/29,81.99,80.17,81.7,80.9,25.58,263.42,110.23,268.3,252.42,454.5,0.293,0.083,32
2022/3/30,81.62,76.8,78.31,81.05,37.77,283.23,113.45,271.65,252.01,452,0.66,0,28
2022/3/31,80.5,75.35,76.48,78.51,35.66,299.32,107.91,273,233.09,449.4,0.426,0.382,41
2022/4/1,79.88,76.34,78.49,77,16.91,257.32,104.39,265.4,210.97,451.2,1.201,0.802,24
2022/4/4,79.4,77.14,78.5,78.22,15.61,244.06,107.53,262,184.06,455.7,0.042,0.301,34
2022/4/5,78.94,77.44,78.05,78.76,17.9,242.24,106.64,290.1,181.44,455.1,0.54,0.411,36
2022/4/6,79.56,76.71,77.18,78.01,19.74,239.42,101.07,290.65,181.35,448.6,0.15,0.351,46
2022/4/7,80.4,76.34,79.94,77.17,19.5,233.49,100.58,280.7,177.11,448,0.602,0.393,30
2022/4/8,80.98,79.51,80.09,79.63,13.93,228.54,102.78,295,175.66,454.1,1.262,0.618,35
2022/4/11,80.16,77.55,77.95,79.75,16.22,213.01,98.48,300,178.33,451.7,0.065,0.092,27
2022/4/12,79.29,76.85,79.01,77.65,16.03,211.15,104.64,320,177.34,451,0.577,0.34,28
2022/4/13,79.17,77.23,77.44,79.17,15.19,213.09,108.78,321.35,175.6,450.2,0.479,0.204,19
2022/4/14,80.25,77.38,79.97,77.38,15.28,177.25,111.7,322.55,173.53,454.2,0.681,0.271,28
2022/4/19,80.95,79.52,80.2,80.14,18.38,173.33,107.25,322.5,162.91,450.9,0,0,30
2022/4/20,88.5,79.79,87.82,80.44,30.56,177.88,106.8,327.35,163.47,454.8,0.403,0.03,42
2022/4/21,87.69,85.58,86.44,86.5,14.75,188.87,108.33,326.85,166.78,456.8,0.271,0.11,37
2022/4/22,89.89,85.75,88.99,85.99,22.33,171.39,106.65,326.65,165.83,448.1,0.529,0.584,23
2022/4/25,88.32,82.3,83.46,88.09,24.04,153.39,102.32,326,164.97,440.1,0.23,0.037,40
2022/4/26,85.25,81.95,82.71,84.58,22.85,163.56,104.99,324.75,164.58,436.4,0.708,0.362,31
2022/4/27,81.94,78.8,81.01,81.25,22.3,149.64,105.32,323.55,165.39,438.7,0.216,0.218,29
2022/4/28,83.67,79.9,82.68,81.48,20.23,128.66,107.59,322.85,165.5,442.1,0.377,0.665,30
2022/4/29,85.84,82.29,84.45,82.97,16.07,163.68,109.34,322.85,165.73,445.8,1.157,0.827,25
2022/5/2,84.9,82.44,83.04,83.59,10.84,163.68,107.58,322.85,192.29,437.4,0,0,31
2022/5/3,89.06,82.72,88.19,83.3,23.53,156.17,104.97,283.1,196.84,442,0.339,0.148,33
2022/5/4,89.32,85.97,88.31,88.15,24.45,159.2,110.14,311.5,200.35,437.7,0.496,0.197,30
2022/5/5,91.99,86.82,88.91,88.7,27.93,166.23,110.9,321,202.82,434.5,0.638,0.453,33
2022/5/6,92.45,88.4,91.54,89.27,23.56,137.5,112.39,319.5,194.5,427.8,1.348,0.546,22
2022/5/9,92.22,86.52,87.02,91.37,29.9,128.71,105.94,310.85,187.96,414.8,0,0,31
2022/5/10,88.69,85.75,87.34,87,20.37,145.77,102.46,313.15,184.86,417.5,0.473,0.583,25
2022/5/11,90.04,81.9,88.83,87.51,30.32,139.74,107.51,319,184.81,424.4,0.169,0.371,40
2022/5/12,89.05,86.71,88.26,88.58,22.74,175.55,107.45,325.5,193.3,422.2,0.478,0.707,32
2022/5/13,90.5,87.6,88.48,88.07,13.9,148.45,111.55,319,187.75,431.2,1.4,0.48,25
2022/5/16,90.35,87.63,89.56,87.7,14.99,172.26,114.24,324,185.37,431,0,0,29
2022/5/17,92.75,89.61,91.72,90.4,19.89,185.23,111.93,329.35,186.8,436.8,0.609,0.101,38
2022/5/18,90,82.77,84.64,88.92,32.16,181.98,109.11,331.8,185.52,431.8,0.359,0,38
2022/5/19,85.55,80.16,83.18,84.57,28.7,168.74,112.04,332,181.84,425.9,0.512,0.681,35
2022/5/20,84.2,80.16,80.39,83.5,19,147.96,112.55,336.35,181.03,429.3,0.522,0.65,45
2022/5/23,82.67,77.8,78.15,80.16,19.45,135.03,113.42,332.35,175.93,434.6,0,0,44
2022/5/24,82.66,77.38,81.32,78.12,19.83,136.67,113.56,331.05,176.57,430.5,0.33,0.904,44
2022/5/25,82.63,80.29,81.4,80.84,13.83,148.88,114.03,330.65,176.74,434.3,0.28,0.361,44
2022/5/26,85.21,81.11,84.76,81.15,23.61,144.45,117.4,330.6,176.79,438.5,0.439,0.141,48
2022/5/27,85.33,83.45,84.2,84.87,12.45,153.36,119.43,329.75,176.14,443.6,0.711,0.515,37
2022/5/30,85.05,83.09,83.97,84.36,11.27,165.91,121.67,306,176.14,446.1,0,0,46
2022/5/31,85,83.5,84.02,84,12.54,183.71,122.84,333,195.17,442.1,0.238,0.372,62
2022/6/1,87.64,83.81,86.08,84.22,13.34,159.84,116.29,326.15,186.35,438.1,0.394,0.186,43
2022/6/2,88.64,85.62,86.34,86.15,8.33,159.84,117.61,327.15,182.31,441.5,0.167,0.378,53
2022/6/3,87.33,85.99,86.87,86.34,4.57,159.84,119.72,327.15,177.2,439.7,0.189,0.208,46
2022/6/6,87.21,81.23,81.43,87.21,16.41,150.67,119.51,333.6,175.87,444.9,0.171,0.167,29
2022/6/7,82.93,80.63,81.31,82.25,18.47,136.29,120.57,326.2,171.11,442.6,0.164,0.35,64
2022/6/8,81.98,79.1,79.81,80.92,27.95,129.89,123.58,330,162.37,439.6,0.337,0.744,78
2022/6/9,82.2,79.41,81.01,80.25,19.64,150.61,123.07,323,170.13,434,0.114,0.41,80
2022/6/10,82.8,80.15,81.86,81.09,14.89,146.24,122.01,317.5,168.25,422.2,0.558,1.249,51
2022/6/13,82.24,79.81,81.54,82.1,16.78,153.71,122.27,317.15,168.19,412.6,0,0,43
2022/6/14,84.5,81.25,84.15,81.82,16.34,196.55,121.17,323,175.15,407.4,0.579,0.679,54
2022/6/15,86.98,83.16,86.2,83.76,18.14,257.78,118.51,332.45,190.24,413.3,0.561,0.221,46
2022/6/16,86.9,82.15,83,86.2,17.93,233.62,119.81,330.65,201.8,403.7,0.656,0.184,49
2022/6/17,84.18,81.8,82.37,82.9,14.47,201.8,113.12,335,199.87,407.89,0.462,0.54,38
2022/6/20,85.33,82.9,84,83.5,14.28,200.84,114.13,345.35,199.87,404.2,0.55,0.207,48
2022/6/21,85.43,83.54,84.73,84.33,14,205.86,114.65,345.5,212.81,405.9,0.979,0.208,56
2022/6/22,84.83,81.2,81.88,84.5,21.27,183.62,111.74,345.5,216.49,403.5,1.051,0.2,58
2022/6/23,84.25,81.55,84.13,81.75,16.81,186.84,110.05,350,217.93,400.2,0.426,0.226,58
2022/6/24,84.5,83.01,83.43,84.28,14.64,169.74,113.12,348.1,216.8,411.4,0.863,0.402,49
2022/6/27,85.74,83,85.05,84,15.67,171.91,115.09,372,218.13,413.2,0,0,65
2022/6/28,88.06,83.75,87.4,84.32,15.77,166.75,117.98,366.5,217.89,413.3,0.503,0.115,59
2022/6/29,90.13,87.11,88.35,87.42,20.93,174.12,116.26,364.75,218.03,411.1,0.334,0.17,57
2022/6/30,90.33,87.3,90.16,88.1,18.4,248.3,114.81,370,296.73,404.8,0.629,0.552,53
2022/7/1,90.35,85.01,85.58,89.32,18.4,240.94,111.63,369,281.33,404.5,0.986,0.555,42
2022/7/4,87.17,83.5,84.55,85.58,14.14,282.24,113.5,376,281.33,407.3,0.317,0.053,35
2022/7/5,84.99,82.52,83.19,84.99,14.86,290.43,102.77,380,301.87,398.2,0.208,0.201,47
2022/7/6,84.64,82.7,83.22,82.98,13.94,276.37,100.69,384.75,328.43,405.3,0.657,0.293,48
2022/7/7,85.46,82.76,84.92,83.5,15.02,298.32,104.65,385,352.16,413.5,0.47,0.152,46
2022/7/8,85,82.6,82.79,84.92,13.96,255.52,107.02,388.9,327.57,415.2,1.004,0.902,41
2022/7/11,84.62,82.7,84.36,82.77,11.9,222.24,107.1,390,318.17,413.3,0.231,0,47
2022/7/12,86.06,83.33,85.65,84.6,16.96,244.02,99.49,397.5,303.54,414.9,0.602,0.149,36
2022/7/13,86.57,83.56,83.86,86.01,14.3,269.73,99.57,395,309.32,411.1,0.806,0.436,46
2022/7/14,84.79,83.26,83.97,84.1,14.52,236.82,99.1,392.6,319.44,404.9,0.638,0.105,44
2022/7/15,85.74,83.51,85.38,83.53,14.3,200.29,101.16,385.05,310.67,412.3,0.445,0.411,28
2022/7/18,85.5,83.7,84.94,85.5,12.22,193.68,106.27,374,303.82,415.5,0.029,0.193,41
2022/7/19,85.2,82.8,83.65,85.2,20.97,216.53,107.35,375,303.92,422.1,0.318,0.245,36
2022/7/20,83.64,78.7,78.84,83.6,38.18,268.32,106.92,376.95,303.14,420.8,0.436,0.937,37
2022/7/21,79.8,77.65,78.11,79.2,31.89,296.13,103.86,376.05,301.59,422.2,0.148,0.067,32
2022/7/22,79.8,76,76.3,78.2,28.56,312.18,103.2,376.3,305.13,424.5,0.507,0.759,32
2022/7/25,78.42,75.49,76.37,76.12,22.15,320.47,105.15,387.35,304.52,424.8,0.219,0,36
2022/7/26,77.5,75.85,76.68,76.69,19.52,352.15,104.4,389.5,314.92,424.6,0.827,0.433,33
2022/7/27,77.79,75.78,76.14,76.61,14.5,371.62,106.62,387,315.68,426.9,0.789,1.015,30
2022/7/28,80.12,76.07,78.96,76.25,16.57,317.59,107.14,390.25,314.76,431.3,0,0,38
